title,location,price,size,listing_type,link,source,rooms
Residential Land for Sale in Al Batinah Saham,", Saham, 995244XX","8,000 OMR",,For Sale,https://om.opensooq.com/en/search/266791419,opensooq,
For Sale: Spacious 10-Bedroom Villa with Basement – Al Ansab  REF HO3016,", Ansab, 715047XX","200,000 OMR",654.0,For Sale,https://om.opensooq.com/en/search/266791427,opensooq,
فرصة ذهبية لشراء محل مفروشات كامل بموقع مميز وبمساحة كبيرة – اللمسة الراقية للمفروشات بسبب السفر سرع,", Azaiba, 996236XX","7,000 OMR",,For Sale,https://om.opensooq.com/en/search/266791435,opensooq,
Residential Land for Sale in Al Dakhiliya Bahla,", Bahla, 978382XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/262089411,opensooq,
82 m2 3 Bedrooms Apartments for Sale in Dhofar Salala,", Salala, 946669XX","19,500 OMR",82.0,For Sale,https://om.opensooq.com/en/search/266791101,opensooq,
For Sale: In Development 6-Bedroom Twin Villa – Al Mawaleh South  REF HO3009 + H03010,", Al Mawaleh, 715047XX","175,000 OMR",407.0,For Sale,https://om.opensooq.com/en/search/266790771,opensooq,
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","45,000 OMR",100.0,For Sale,https://om.opensooq.com/en/search/264239053,opensooq,
مكتب للبيع في مجمع بهجة العرفان-مسقط,", Ghala, 913109XX","29,500 OMR",63.0,For Sale,https://om.opensooq.com/en/search/264396881,opensooq,
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,For Sale,https://om.opensooq.com/en/search/265367201,opensooq,
محل للبيع جاهز للاستثمار في منطقة حيوية بالعاصمة,", Al Khoud, 913109XX","23,400 OMR",20.0,For Sale,https://om.opensooq.com/en/search/265372631,opensooq,
4 Bedrooms Farms for Sale in Al Batinah Barka,", Barka, 998834XX","69,000 OMR",200.0,For Sale,https://om.opensooq.com/en/search/262737287,opensooq,
99 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 933983XX","85,000 OMR",99.0,For Sale,https://om.opensooq.com/en/search/265725917,opensooq,
Residential Land for Sale in Al Dakhiliya Sumail,", Sumail, 764289XX","10,000 OMR",,For Sale,https://om.opensooq.com/en/search/266790357,opensooq,
270 m2 3 Bedrooms Townhouse for Sale in Al Dakhiliya Manah,", Manah, 921119XX","48,000 OMR",270.0,For Sale,https://om.opensooq.com/en/search/266790129,opensooq,
Residential Land for Sale in Al Dakhiliya Sumail,", Sumail, 992628XX","17,900 OMR",,For Sale,https://om.opensooq.com/en/search/264701939,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 957720XX","100,000 OMR",,For Sale,https://om.opensooq.com/en/search/266789505,opensooq,
For Sale : Modern 5-Bedroom Villa in a Prime Location – Al Khoud  REF WT2120,", Al Khoud, 990028XX","165,000 OMR",540.0,For Sale,https://om.opensooq.com/en/search/265724951,opensooq,
For Sale : Elegant Twin Villa with Basement & Terraces – Al Khoud  REF WT2119,", Al Khoud, 990028XX","155,000 OMR",550.0,For Sale,https://om.opensooq.com/en/search/265724389,opensooq,
50 m2 1 Bedroom Apartments for Sale in Muscat Yiti,", Yiti, 939918XX","79,610 OMR",50.0,For Sale,https://om.opensooq.com/en/search/266788711,opensooq,
86 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 933983XX","90,000 OMR",86.0,For Sale,https://om.opensooq.com/en/search/265724173,opensooq,
Mixed Use Land for Sale in Dhofar Other,", Other, 949011XX","60,000 OMR",,For Sale,https://om.opensooq.com/en/search/266788569,opensooq,
Residential Land for Sale in Al Batinah Sohar,", Sohar, 976779XX","4,000 OMR",,For Sale,https://om.opensooq.com/en/search/266788193,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 928865XX","55,000 OMR",,For Sale,https://om.opensooq.com/en/search/266782917,opensooq,
526 m2 More than 6 bedrooms Villa for Sale in Dhofar Salala,", Salala, 988205XX","110,000 OMR",526.0,For Sale,https://om.opensooq.com/en/search/266787931,opensooq,
Commercial Land for Sale in Dhofar Mirbat,", Mirbat, 988205XX","9,000 OMR",,For Sale,https://om.opensooq.com/en/search/266787749,opensooq,
Farm Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 942420XX","75,000 OMR",,For Sale,https://om.opensooq.com/en/search/265722981,opensooq,
200 m2 3 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 979993XX","24,500 OMR",200.0,For Sale,https://om.opensooq.com/en/search/265721175,opensooq,
Pre-sale apartment ا Oman Muscat ا  Freehold 20% down payment اشقق للبیع تقسیط,", Yiti, 939918XX","93,960 OMR",59.0,For Sale,https://om.opensooq.com/en/search/266785901,opensooq,
95 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, 996235XX","43,000 OMR",95.0,For Sale,https://om.opensooq.com/en/search/266785227,opensooq,
10 m2 3 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 911268XX","120,000 OMR",10.0,For Sale,https://om.opensooq.com/en/search/266785761,opensooq,
محل حلاقة للببع في المعبيلة الجنوبية بقرب من نيستو في المنطقة التجارية,", Al Maabilah, 978599XX","2,000 OMR",64.0,For Sale,https://om.opensooq.com/en/search/264800077,opensooq,
251 m2 4 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 959771XX","56,500 OMR",251.0,For Sale,https://om.opensooq.com/en/search/266785659,opensooq,
Residential Land for Sale in Al Batinah Saham,", Saham, 951551XX","5,400 OMR",,For Sale,https://om.opensooq.com/en/search/266785505,opensooq,
محلات للبيع في المعبيلة الحنوبية بقرب من نيستو واسواق بن راشد وبجوار مسجد البارئ,", Al Maabilah, 998108XX","40,000 OMR",27.0,For Sale,https://om.opensooq.com/en/search/265290093,opensooq,
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","46,000 OMR",100.0,For Sale,https://om.opensooq.com/en/search/264231911,opensooq,
62 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 913109XX","23,000 OMR",62.0,For Sale,https://om.opensooq.com/en/search/264386363,opensooq,
محل تجاري في منطقة حيوية بالقرب من جميع الخدمات,", Al Khoud, 913109XX","19,400 OMR",20.0,For Sale,https://om.opensooq.com/en/search/265372955,opensooq,
200 m2 2 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,", Al Masnaah, 958706XX","29,000 OMR",200.0,For Sale,https://om.opensooq.com/en/search/266728599,opensooq,
300 m2 5 Bedrooms Villa for Sale in Muscat Seeb,", Seeb, 945234XX","85,000 OMR",300.0,For Sale,https://om.opensooq.com/en/search/265720445,opensooq,
200 m2 3 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 991686XX","75,000 OMR",200.0,For Sale,https://om.opensooq.com/en/search/266784891,opensooq,
59 m2 1 Bedroom Apartments for Sale in Muscat Yiti,", Yiti, 939918XX","93,690 OMR",59.0,For Sale,https://om.opensooq.com/en/search/266784435,opensooq,
147 m2 3 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 991180XX","55,000 OMR",147.0,For Sale,https://om.opensooq.com/en/search/266783951,opensooq,
للبيع بوتيك مستحضرات تجميل وبخور,", Ghubrah, 911924XX","6,500 OMR",35.0,For Sale,https://om.opensooq.com/en/search/265716057,opensooq,
Commercial Land for Sale in Muscat Al Khoud,", Al Khoud, 959988XX","136,000 OMR",,For Sale,https://om.opensooq.com/en/search/265719699,opensooq,
89 m2 2 Bedrooms Apartments for Sale in Muscat Yiti,", Yiti, 939918XX","135,120 OMR",89.0,For Sale,https://om.opensooq.com/en/search/266783967,opensooq,
138 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 771346XX","60,000 OMR",138.0,For Sale,https://om.opensooq.com/en/search/266783835,opensooq,
Mixed Use Land for Sale in Al Batinah Al Khaboura,", Al Khaboura, 942060XX","250,000 OMR",,For Sale,https://om.opensooq.com/en/search/266727237,opensooq,
For Sale : Home for Large Families – 6 Bedrooms & Great Shared Spaces – Azaiba North I REF WT2117,", Azaiba, 990028XX","170,000 OMR",300.0,For Sale,https://om.opensooq.com/en/search/265719503,opensooq,
Residential Land for Sale in Al Batinah Shinas,", Shinas, 917702XX","9,000 OMR",,For Sale,https://om.opensooq.com/en/search/266783587,opensooq,
Commercial Land for Sale in Al Batinah Barka,", Barka, 944111XX","80,000 OMR",,For Sale,https://om.opensooq.com/en/search/266783535,opensooq,
83 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","115,000 OMR",83.0,For Sale,https://om.opensooq.com/en/search/266782973,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 768899XX","19,500 OMR",,For Sale,https://om.opensooq.com/en/search/259565889,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 775432XX","44,000 OMR",,For Sale,https://om.opensooq.com/en/search/266726251,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 771267XX","17,000 OMR",,For Sale,https://om.opensooq.com/en/search/265718609,opensooq,
{فرصة من ذهب} تملك محلك التجاري في أقوى سوق تجاري في ولاية بركاء ع الخط الاول مباشر,", Qurm, 771110XX","29,406 OMR",30.0,For Sale,https://om.opensooq.com/en/search/265716817,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","14,900 OMR",,For Sale,https://om.opensooq.com/en/search/265716851,opensooq,
296 m2 5 Bedrooms Townhouse for Sale in Dhofar Taqah,", Taqah, 961923XX","30,000 OMR",296.0,For Sale,https://om.opensooq.com/en/search/266730983,opensooq,
"""الفرصة الاستثنائية"": صار فيك تتملك محلك التجاري في بوشر مقابل جامع محمد الأمين مباشرة",", Bosher, 955999XX","18,200 OMR",37.0,For Sale,https://om.opensooq.com/en/search/265718249,opensooq,
Building for Sale in Muscat Ruwi,", Ruwi, 771267XX","1,000,000 OMR",3500.0,For Sale,https://om.opensooq.com/en/search/265717969,opensooq,
Residential Land for Sale in Muscat Manumah,", Manumah, 944111XX","19,000 OMR",,For Sale,https://om.opensooq.com/en/search/265717839,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 944111XX","18,500 OMR",,For Sale,https://om.opensooq.com/en/search/265717573,opensooq,
350 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 954304XX","83,000 OMR",350.0,For Sale,https://om.opensooq.com/en/search/259382427,opensooq,
Residential Land for Sale in Al Batinah Shinas,", Shinas, 953131XX","3,000 OMR",,For Sale,https://om.opensooq.com/en/search/264521097,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","17,000 OMR",,For Sale,https://om.opensooq.com/en/search/265717179,opensooq,
390 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 773256XX","119,000 OMR",390.0,For Sale,https://om.opensooq.com/en/search/266724661,opensooq,
Residential Land for Sale in Muscat Other,", Other, 982662XX","93,000 OMR",,For Sale,https://om.opensooq.com/en/search/266780289,opensooq,
"صارت ياجماعه تملك محلك التجاري في أقوى سوق تجاري في ولاية بركاء على اول خط رئيسي ب11,115 ألف",", Madinat As Sultan Qaboos, 771110XX","11,115 OMR",24.0,For Sale,https://om.opensooq.com/en/search/265716455,opensooq,
Farm Land for Sale in Muscat Other,", Other, 982662XX","93,000 OMR",,For Sale,https://om.opensooq.com/en/search/266779909,opensooq,
Mixed Use Land for Sale in Al Batinah Barka,", Barka, 902300XX","85,000 OMR",,For Sale,https://om.opensooq.com/en/search/266779895,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 944111XX","20,500 OMR",,For Sale,https://om.opensooq.com/en/search/265716281,opensooq,
70 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 964000XX","27,000 OMR",70.0,For Sale,https://om.opensooq.com/en/search/266681577,opensooq,
أنتهز الفرصة الذهبية مع محمد الرواحي وتملك محلك التجاري في ولاية بركاء على الشارع العام مباشر,", Al Maabilah, 771110XX","15,392 OMR",38.0,For Sale,https://om.opensooq.com/en/search/265716205,opensooq,
فرصة مدرسة خاصة للبيع,", Amerat, 992177XX","12,000 OMR",1000.0,For Sale,https://om.opensooq.com/en/search/264303677,opensooq,
232 m2 5 Bedrooms Townhouse for Sale in Al Sharqiya Sur,", Sur, 981848XX","30,000 OMR",232.0,For Sale,https://om.opensooq.com/en/search/266779717,opensooq,
Industrial Land for Sale in Muscat Al Jafnayn,", Al Jafnayn, 964000XX","120,000 OMR",,For Sale,https://om.opensooq.com/en/search/266680165,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","20,500 OMR",,For Sale,https://om.opensooq.com/en/search/265716045,opensooq,
108 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 964000XX","39,900 OMR",108.0,For Sale,https://om.opensooq.com/en/search/266778865,opensooq,
Residential Land for Sale in Muscat Other,", Other, 982662XX","290,000 OMR",,For Sale,https://om.opensooq.com/en/search/266779589,opensooq,
108 m2 2 Bedrooms Apartments for Sale in Muscat Qurm,", Qurm, 964000XX","56,000 OMR",108.0,For Sale,https://om.opensooq.com/en/search/266779407,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 799998XX","55,000 OMR",,For Sale,https://om.opensooq.com/en/search/265715639,opensooq,
Residential Land for Sale in Al Batinah Shinas,", Shinas, 988468XX","14,000 OMR",,For Sale,https://om.opensooq.com/en/search/265714645,opensooq,
Residential Land for Sale in Muscat Manumah,", Manumah, 799998XX","18,500 OMR",,For Sale,https://om.opensooq.com/en/search/265715557,opensooq,
60 m2 1 Bedroom Apartments for Sale in Muscat Ruwi,", Ruwi, 955999XX","27,000 OMR",60.0,For Sale,https://om.opensooq.com/en/search/265715435,opensooq,
Farm Land for Sale in Muscat Ghubrah,", Ghubrah, 799998XX","165,000 OMR",,For Sale,https://om.opensooq.com/en/search/265715327,opensooq,
Residential Land for Sale in Al Batinah Sohar,", Sohar, 923256XX","9,500 OMR",,For Sale,https://om.opensooq.com/en/search/265070573,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 990203XX","13,500 OMR",,For Sale,https://om.opensooq.com/en/search/265548903,opensooq,
155 m2 2 Bedrooms Apartments for Sale in Muscat Other,", Other, 982662XX","90,000 OMR",155.0,For Sale,https://om.opensooq.com/en/search/266778625,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 799998XX","54,000 OMR",,For Sale,https://om.opensooq.com/en/search/265715147,opensooq,
Residential Land for Sale in Muscat Other,", Other, 982662XX","75,000 OMR",,For Sale,https://om.opensooq.com/en/search/263772093,opensooq,
Residential Land for Sale in Muscat Other,", Other, 982662XX","110,000 OMR",,For Sale,https://om.opensooq.com/en/search/266778179,opensooq,
Commercial Land for Sale in Dhofar Salala,", Salala, 925418XX","120,000 OMR",,For Sale,https://om.opensooq.com/en/search/266777813,opensooq,
Commercial Land for Sale in Dhofar Thumrait,", Thumrait, 926568XX","9,300 OMR",,For Sale,https://om.opensooq.com/en/search/266777683,opensooq,
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 953100XX","9,200 OMR",,For Sale,https://om.opensooq.com/en/search/266777425,opensooq,
490 m2 More than 6 bedrooms Villa for Sale in Muscat Ansab,", Ansab, 920868XX","160,000 OMR",490.0,For Sale,https://om.opensooq.com/en/search/265713953,opensooq,
233 m2 3 Bedrooms Townhouse for Sale in Al Batinah Rustaq,", Rustaq, 711272XX","41,000 OMR",233.0,For Sale,https://om.opensooq.com/en/search/263760455,opensooq,
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","45,000 OMR",100.0,For Sale,https://om.opensooq.com/en/search/264240311,opensooq,
62 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 913109XX","23,000 OMR",62.0,For Sale,https://om.opensooq.com/en/search/264386517,opensooq,
مكتب تجاري للبيع على خط اول من شارع رئيسي-مسقط,", Ghala, 913109XX","25,000 OMR",54.0,For Sale,https://om.opensooq.com/en/search/264397479,opensooq,
400 m2 More than 6 bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 925810XX","55,000 OMR",400.0,For Sale,https://om.opensooq.com/en/search/266776705,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 926568XX","16,200 OMR",,For Sale,https://om.opensooq.com/en/search/266776465,opensooq,
236 m2 3 Bedrooms Townhouse for Sale in Al Dakhiliya Nizwa,", Nizwa, 918878XX","41,000 OMR",236.0,For Sale,https://om.opensooq.com/en/search/265713099,opensooq,
385 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Al Khaboura,", Al Khaboura, 958069XX","56,000 OMR",385.0,For Sale,https://om.opensooq.com/en/search/265713045,opensooq,
Residential Land for Sale in Dhofar Other,", Other, 926568XX","5,300 OMR",,For Sale,https://om.opensooq.com/en/search/266776387,opensooq,
فرصة ب عائد إستثماري 9.5٪؜  مكاتب للبيع في موقع مميز جداً شارع 18 نوفمبر خط أول مع إطلالة رائعة,", Azaiba, 925557XX","71,000 OMR",95.0,For Sale,https://om.opensooq.com/en/search/266280643,opensooq,
Residential Land for Sale in Al Wustaa Al Duqum,", Al Duqum, 926568XX","23,000 OMR",,For Sale,https://om.opensooq.com/en/search/266776207,opensooq,
Commercial Land for Sale in Al Batinah Saham,", Saham, 953100XX","22,000 OMR",,For Sale,https://om.opensooq.com/en/search/266776169,opensooq,
Residential Land for Sale in Dhofar Shalim and The Hallaniyat Island,", Shalim and The Hallaniyat Island, 926568XX","7,800 OMR",,For Sale,https://om.opensooq.com/en/search/266776143,opensooq,
Mixed Use Land for Sale in Al Batinah Saham,", Saham, 953100XX","15,800 OMR",,For Sale,https://om.opensooq.com/en/search/266776111,opensooq,
Mixed Use Land for Sale in Al Dhahirah Ibri,", Ibri, 926568XX","13,700 OMR",,For Sale,https://om.opensooq.com/en/search/266776091,opensooq,
Commercial Land for Sale in Al Wustaa Haima,", Haima, 926568XX","11,500 OMR",,For Sale,https://om.opensooq.com/en/search/266776061,opensooq,
Mixed Use Land for Sale in Muscat Amerat,", Amerat, 926568XX","38,500 OMR",,For Sale,https://om.opensooq.com/en/search/266776023,opensooq,
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 771259XX","7,000 OMR",,For Sale,https://om.opensooq.com/en/search/266776033,opensooq,
Residential Land for Sale in Al Batinah Saham,", Saham, 953100XX","5,950 OMR",,For Sale,https://om.opensooq.com/en/search/266775987,opensooq,
Residential Land for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 926568XX","3,300 OMR",,For Sale,https://om.opensooq.com/en/search/266775945,opensooq,
